variable_name,source_file,source_module,line,declared_type,attributes,dimensions,is_parameter,target_file,target_module,target_module_purpose,proposed_rename,referenced_by_n_files,referenced_by,possibly_referenced_by_n_files,possibly_referenced_by,documentation
precip_m_per_s,src/core/state/AL_D.f90,AL_D,226,DOUBLEPRECISION,,(NELEE),False,src/meteorology/met_forcing.f90,met_forcing,"Current meteorological forcing values, station mapping and input intervals.",,5,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,,Precipitation rate mapped directly to each element (m/s).
OBSPE,src/core/state/AL_D.f90,AL_D,227,DOUBLEPRECISION,,(NVEE),False,src/meteorology/met_forcing.f90,met_forcing,"Current meteorological forcing values, station mapping and input intervals.",,3,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90,0,,Potential-evaporation forcing by meteorological site (mm/s).
TA,src/core/state/AL_D.f90,AL_D,228,DOUBLEPRECISION,,(NVEE),False,src/meteorology/met_forcing.f90,met_forcing,"Current meteorological forcing values, station mapping and input intervals.",,4,src/contaminant/CMmod.f90;src/driver/rest.f90;src/driver/run_sim.f90;src/snow/SMmod.f90,0,,Air temperature by meteorological site (degrees C).
U,src/core/state/AL_D.f90,AL_D,229,DOUBLEPRECISION,,(NVEE),False,src/meteorology/met_forcing.f90,met_forcing,"Current meteorological forcing values, station mapping and input intervals.",,4,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/snow/SMmod.f90,0,,Wind speed by meteorological site (m/s).
VPD,src/core/state/AL_D.f90,AL_D,230,DOUBLEPRECISION,,(NVEE),False,src/meteorology/met_forcing.f90,met_forcing,"Current meteorological forcing values, station mapping and input intervals.",,4,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/snow/SMmod.f90,0,,Vapour-pressure deficit by meteorological site (mb).
RN,src/core/state/AL_D.f90,AL_D,231,DOUBLEPRECISION,,(NVEE),False,src/meteorology/met_forcing.f90,met_forcing,"Current meteorological forcing values, station mapping and input intervals.",,4,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/snow/SMmod.f90,0,,Net radiation by meteorological site (W/m2).
VHT,src/core/state/AL_D.f90,AL_D,232,DOUBLEPRECISION,,(NVEE),False,src/evapotranspiration/et_state.f90,et_state,"Canopy, vegetation and evaporation state shared with other components.",,4,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90;src/snow/SMmod.f90,0,,Current vegetation height by vegetation type (m).
IOTIME,src/core/state/AL_D.f90,AL_D,233,DOUBLEPRECISION,,(NSETEE),False,src/frame/legacy_result_files.f90,legacy_result_files,Legacy unformatted result-set metadata and writers.,,1,src/frame/FRmod.f90,0,,Next output time for each legacy result set (h).
DQ0ST,src/core/state/AL_D.f90,AL_D,234,DOUBLEPRECISION,,"(NELEE,4)",False,src/overland_channel/oc_state.f90,oc_state,"Water levels, face discharges, roughness and flow derivatives.",,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,,Face-flow derivative with respect to the local element state.
DQIST,src/core/state/AL_D.f90,AL_D,235,DOUBLEPRECISION,,"(NELEE,4)",False,src/overland_channel/oc_state.f90,oc_state,"Water levels, face discharges, roughness and flow derivatives.",,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,,Face-flow derivative with respect to the adjacent element state.
DQIST2,src/core/state/AL_D.f90,AL_D,236,DOUBLEPRECISION,,"(NLFEE,3)",False,src/overland_channel/oc_state.f90,oc_state,"Water levels, face discharges, roughness and flow derivatives.",,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90,0,,Confluence-flow derivative by branch record and branch position.
ESWA,src/core/state/AL_D.f90,AL_D,237,DOUBLEPRECISION,,(NELEE),False,src/evapotranspiration/et_state.f90,et_state,"Canopy, vegetation and evaporation state shared with other components.",,3,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/overland_channel/OCmod.f90,0,,Surface-water evaporation rate by element (m/s).
BALANC,src/core/state/AL_D.f90,AL_D,238,DOUBLEPRECISION,,(20),False,src/driver/water_balance.f90,water_balance,Catchment water-balance accumulation and reporting schedule.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Catchment water-volume terms described in the module table (m3).
CMEAN,src/core/state/AL_D.f90,AL_D,239,DOUBLEPRECISION,,"(NELEE,2,NCONEE)",False,src/core/legacy_retained.f90,legacy_retained,Retained state documented as having no current producer or consumer.,,0,,0,,Inactive legacy dissolved-contaminant mean accumulator.
SMEAN,src/core/state/AL_D.f90,AL_D,240,DOUBLEPRECISION,,"(NELEE,2,NCONEE)",False,src/core/legacy_retained.f90,legacy_retained,Retained state documented as having no current producer or consumer.,,0,,0,,Inactive legacy dead-space-contaminant mean accumulator.
ADMEAN,src/core/state/AL_D.f90,AL_D,241,DOUBLEPRECISION,,"(NELEE,2,NCONEE)",False,src/core/legacy_retained.f90,legacy_retained,Retained state documented as having no current producer or consumer.,,0,,0,,Inactive legacy adsorbed-contaminant mean accumulator.
RESFIL,src/core/state/AL_D.f90,AL_D,243,CHARACTER(len=200),,,False,src/frame/legacy_result_files.f90,legacy_result_files,Legacy unformatted result-set metadata and writers.,,1,src/frame/FRmod.f90,0,,Path used as the stem for legacy unformatted result files.
NX,src/core/state/AL_G.F90,AL_G,42,INTEGER,,,False,src/core/grid_topology.f90,grid_topology,"Active grid extent, element/coordinate lookup and face connectivity.",,6,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Number of grid positions in the active x direction.
NY,src/core/state/AL_G.F90,AL_G,43,INTEGER,,,False,src/core/grid_topology.f90,grid_topology,"Active grid extent, element/coordinate lookup and face connectivity.",,6,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Number of grid positions in the active y direction.
NGDBGN,src/core/state/AL_G.F90,AL_G,44,INTEGER,,,False,src/core/grid_topology.f90,grid_topology,"Active grid extent, element/coordinate lookup and face connectivity.",,6,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90,0,,"First non-link element number, always `total_no_links+1`."
ICMREF,src/core/state/AL_G.F90,AL_G,46,INTEGER,,"(NELEE,12)",False,src/core/grid_topology.f90,grid_topology,"Active grid extent, element/coordinate lookup and face connectivity.",,9,src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,"Element metadata, neighbours, and reciprocal-face mapping described above."
ICMXY,src/core/state/AL_G.F90,AL_G,47,INTEGER,,"(NXEE,NYEE)",False,src/core/grid_topology.f90,grid_topology,"Active grid extent, element/coordinate lookup and face connectivity.",,7,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Active grid-coordinate to element-number lookup.
rundata_from_file_dialog,src/driver/getdirqq.f90,GETDIRQQ,62,LOGICAL,PROTECTED,,False,src/driver/command_line.f90,command_line,Command-line parsing and rundata-file selection.,,1,src/Shetran.f90,0,,
FileName,src/driver/getdirqq.f90,GETDIRQQ,65,CHARACTER(LEN=LENGTH_FILEPATH),,,False,src/driver/command_line.f90,command_line,Command-line parsing and rundata-file selection.,,0,,0,,NUL-terminated QuickWin dialog filename buffer.
FIRST_balwat,src/driver/rest.f90,rest,53,LOGICAL,,,False,src/driver/water_balance.f90,water_balance,Catchment water-balance accumulation and reporting schedule.,,0,,0,,`.TRUE.` until `BALWAT` has initialised `STORW_balwat` and `WBERR` on its first call.
STORW_balwat,src/driver/rest.f90,rest,54,DOUBLEPRECISION,,(NELEE),False,src/driver/water_balance.f90,water_balance,Catchment water-balance accumulation and reporting schedule.,,0,,0,,Water storage depth for each element/link at the previous `BALWAT` call (m).
pinp,src/driver/rest.f90,rest,55,DOUBLEPRECISION,,(nvee + 10),False,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,1,src/driver/run_sim.f90,0,,"Current precipitation input by rain station, used by `METIN` and `TMSTEP` (mm/hr)."
METIME,src/driver/rest.f90,rest,56,DOUBLEPRECISION,,,False,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,1,src/driver/run_sim.f90,0,,End time of the current precipitation/full-meteorological record window (h).
MELAST,src/driver/rest.f90,rest,57,DOUBLEPRECISION,,,False,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,1,src/driver/run_sim.f90,0,,Start time of the current precipitation/full-meteorological record window (h).
EPTIME,src/driver/rest.f90,rest,58,DOUBLEPRECISION,,,False,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,1,src/driver/run_sim.f90,0,,End time of the current potential-evaporation record window (h).
RECORD_HEADROOM,src/driver/rest.f90,rest,61,INTEGER,PARAMETER,,True,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,0,,0,,Characters kept free at the end of `MET_RECORD`; a record reaching into them is treated as too long for the buffer.
IOSTAGE_NONE,src/driver/rest.f90,rest,62,INTEGER,PARAMETER,,True,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,0,,0,,`READ_DATED_RECORD` completed without an error.
IOSTAGE_RECORD,src/driver/rest.f90,rest,63,INTEGER,PARAMETER,,True,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,0,,0,,`READ_DATED_RECORD` failed while reading the timestamp and record text.
IOSTAGE_VALUES,src/driver/rest.f90,rest,64,INTEGER,PARAMETER,,True,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,0,,0,,`READ_DATED_RECORD` failed while parsing the values of the record.
IOS_SHORT_RECORD,src/driver/rest.f90,rest,65,INTEGER,PARAMETER,,True,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,0,,0,,`IOS` reported by `READ_DATED_RECORD` for a record holding fewer values than expected.
MET_RECORD,src/driver/rest.f90,rest,67,CHARACTER(LEN=:),ALLOCATABLE,,False,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,0,,0,,Reusable buffer holding the value part of the dated meteorological record currently being read.
MET_RECORD_SIZED,src/driver/rest.f90,rest,68,LOGICAL,,,False,src/meteorology/met_input.f90,met_input,Reads combined and separate meteorological forcing records.,,0,,0,,`.TRUE.` once `MET_RECORD` has been resized from its initial capacity to fit the first data line read.
LAMDA,src/evapotranspiration/ETmod.f90,ETmod,88,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",L_VAPORISATION_ET,0,,0,,Latent heat of vaporisation used by the Penman equations (J/kg).
GAMMA,src/evapotranspiration/ETmod.f90,ETmod,89,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",PSYCHROMETRIC_CONSTANT,0,,0,,Psychrometric constant used with `DEL` (mb/degree C).
RHO,src/evapotranspiration/ETmod.f90,ETmod,90,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",RHO_AIR_ET,0,,0,,Fixed air density (kg/m3).
CP,src/evapotranspiration/ETmod.f90,ETmod,91,DOUBLEPRECISION,PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",CP_AIR_ET,0,,0,,Fixed specific heat capacity of air (J/kg/degree C).
BAR,src/evapotranspiration/ETmod.f90,ETmod,93,LOGICAL,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,1,src/frame/FRmod.f90,0,,Manual `ET8` selector: compute `RA` from wind when true; retain its input constant otherwise.
BMETP,src/evapotranspiration/ETmod.f90,ETmod,94,LOGICAL,,,False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Manual `ET2` selector for echoing meteorological input to the print file.
BINETP,src/evapotranspiration/ETmod.f90,ETmod,95,LOGICAL,,,False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,1,src/frame/FRmod.f90,0,,Manual `ET2` selector for echoing ET parameter input to the print file.
BMETAL,src/evapotranspiration/ETmod.f90,ETmod,96,LOGICAL,,,False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Manual `ET2` selector for separate `PRD`/`EPD` forcing rather than combined `MED` forcing.
BMETDATES,src/evapotranspiration/ETmod.f90,ETmod,97,LOGICAL,,,False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Optional manual `ET2` selector for ISO-8601 dates in separate forcing files.
MODE,src/evapotranspiration/ETmod.f90,ETmod,99,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,1,src/frame/FRmod.f90,0,,Manual `ET8` actual-ET mode by vegetation type.
NF,src/evapotranspiration/ETmod.f90,ETmod,100,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,1,src/frame/FRmod.f90,0,,Number of active `PS1`/`RCF`/`FET` rows by vegetation type.
MEASPE,src/evapotranspiration/ETmod.f90,ETmod,101,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Manual `ET6` measured-potential-evaporation selector by meteorological site.
MODECS,src/evapotranspiration/ETmod.f90,ETmod,102,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Zero for constant `CSTCAP`; any nonzero value enables time interpolation.
MODEPL,src/evapotranspiration/ETmod.f90,ETmod,103,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Zero for constant `PLAI`; any nonzero value enables time interpolation.
MODECL,src/evapotranspiration/ETmod.f90,ETmod,104,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Zero for constant `CLAI`; any nonzero value enables time interpolation.
MODEVH,src/evapotranspiration/ETmod.f90,ETmod,105,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,2,src/driver/rest.f90;src/frame/FRmod.f90,0,,Zero for constant `VHT`; any nonzero value enables time interpolation.
NCTCST,src/evapotranspiration/ETmod.f90,ETmod,106,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Current lower-breakpoint cursor for canopy-storage interpolation.
NCTPLA,src/evapotranspiration/ETmod.f90,ETmod,107,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Current lower-breakpoint cursor for ground-cover interpolation.
NCTCLA,src/evapotranspiration/ETmod.f90,ETmod,108,INTEGER,,(NVEE),False,src/evapotranspiration/et_config.f90,et_config,ET parameters and the time-varying vegetation tables.,,3,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Current lower-breakpoint cursor for canopy-LAI interpolation.
